inst_hash,base_features_runtime,clauses,variables,cls1,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,cls10p,horn,invhorn,positive,negative,hornvars_mean,hornvars_variance,hornvars_min,hornvars_max,hornvars_entropy,invhornvars_mean,invhornvars_variance,invhornvars_min,invhornvars_max,invhornvars_entropy,balancecls_mean,balancecls_variance,balancecls_min,balancecls_max,balancecls_entropy,balancevars_mean,balancevars_variance,balancevars_min,balancevars_max,balancevars_entropy,vcg_vdegree_mean,vcg_vdegree_variance,vcg_vdegree_min,vcg_vdegree_max,vcg_vdegree_entropy,vcg_cdegree_mean,vcg_cdegree_variance,vcg_cdegree_min,vcg_cdegree_max,vcg_cdegree_entropy,vg_degree_mean,vg_degree_variance,vg_degree_min,vg_degree_max,vg_degree_entropy,cg_degree_mean,cg_degree_variance,cg_degree_min,cg_degree_max,cg_degree_entropy,bytes,ccs
0a3cb69074519646b0f2933ba7ad2d30,15557847,2846909,111036,6614576,8117262,526791,1016,1196,1491,1166,107454,75859,9533219,6894139,331070,7060581,7.79,802.82,0,4509,0.32,8.41,1146.55,0,4042,0.31,0.28,0.09,0,1,0.17,0.89,0.06,0,1,0.14,16.10,3727.24,0,8098,0.34,2.95,39.59,1,10958,0.20,263.79,1593697.42,0,73609,0.42,729.48,5832442.89,1,103920,0.56,393438392,46717,69
0a514edbeace21927e52d75f2d4a8efd,13913324,3980215,53488,3568631,9826321,372654,104,385,195,202,65706,25638,6781006,8042785,207658,4520353,4.28,480.58,0,3616,0.23,6.35,611.04,0,3556,0.26,0.36,0.08,0,1,0.19,0.94,0.03,0,1,0.12,10.30,1782.16,0,5412,0.28,2.95,29.23,1,11818,0.15,132.52,660417.24,0,88631,0.33,540.17,2314659.66,1,129780,0.43,359749595,74998,53
0b4421f6aac81e2dbc87c5b5ddae6511,19257,905,0,152,1045,1630,3924,2788,2859,2783,2326,1750,2496,2862,164,360,13.93,61.96,3,46,0.87,15.60,86.51,1,69,0.88,0.52,0.06,0,1,0.73,0.85,0.02,0.12,1,0.30,140.72,25030.94,8,1018,0.93,6.61,4.23,2,25,0.84,1020.52,1906410.10,22,8719,0.95,2106.95,5100887.58,21,11391,0.94,581469,1,0
0b495cc867003b7ac112b7c47256228b,1311329,229761,58172,1778,688753,562626,0,0,0,0,0,0,743237,515006,132,59313,10.17,2257.40,1,1152,0.57,7.19,252.94,1,384,0.56,0.46,0.04,0,1,0.61,0.76,0.09,0,1,0.31,19.06,4014.62,1,1536,0.51,3.34,0.49,1,4,0.61,66.44,36261.11,1,4608,0.50,767.04,983299.00,1,3077,0.54,31708273,2,4
0c0e6faa4abb622f5bea636ff04d341d,244387,4382,145,239551,44,0,265,4,0,0,48,4330,239692,4840,4840,239547,109.37,5565.41,14,325,0.92,104.87,5039.86,16,316,0.91,0,0,0,0,0,0.95,0.00,0.85,1,0.03,214.20,21205.98,30,641,0.91,3.84,292.65,1,326,0.04,17143.81,297285438.02,761,71182,0.99,1202.90,39853225.49,37,140790,0.86,5453858,1,2
0c5d7e7aa3dd6024816078d2bdcfc4e3,59879,15050,107,0,59772,0,0,0,0,0,0,0,30100,29886,34,7491,5.99,153.65,2,213,0.61,5.94,16.34,2,71,0.59,0.44,0.03,0,0.50,0.55,0.82,0.03,0.25,1,0.00,11.92,264.72,5,284,0.44,3.00,0.01,1,3,0.02,35.75,2383.11,13,852,0.44,102.26,23495.52,5,440,0.66,1116983,1,1
0c75119940f87f2bc1dc3f53aeedc02b,207016,20898,385,15469,191162,0,0,0,0,0,0,0,201655,15655,5673,272,28.43,3791.93,1,882,0.53,1.48,0.26,1,3,0.65,0.51,0.02,0,1,0.16,0.47,0.18,0,1,0.46,28.94,3781.59,2,882,0.53,2.92,0.08,1,3,0.25,85.31,34000.54,4,2644,0.53,466.30,74093.42,3,1721,0.90,3805220,1,1
0d209cb420326994f9c4898eb10228ab,478484,13408,296,90,8800,33330,91088,4080,228000,112800,0,0,79134,75091,153,2836,32.83,1170.75,1,361,0.67,33.41,843.57,2,301,0.67,0.48,0.05,0,1,0.78,0.98,0.00,0.67,1,0.01,234.08,61159.01,4,2601,0.61,6.56,1.76,1,8,0.63,1598.18,3139565.89,11,18601,0.61,3249.17,1994452.38,5,4608,0.80,18561938,1,3
0d4970edf84353e5a5798bca3f7f270e,134481615,83684,789,134470041,7521,1980,0,300,0,0,0,984,134478351,602684,363,133868587,3214.04,3304248.15,1,5110,0.40,15.07,8981.18,0,4865,0.39,0.00,0.00,0,1,0.00,0.06,0.05,0,1,0.34,3215.83,3301190.79,1,5110,0.40,2.00,1.86,1,4861,0.00,9420.39,32037351.07,2,56718,0.39,8489.49,44733473.84,2,23673077,0.14,2117005698,1,128
0dc468413b65339fad7e4f981bf2fb1e,187987,47430,46,20437,165554,0,0,0,0,0,0,1950,60583,137280,2570,50743,3.41,137.83,1,77,0.22,9.28,920.34,2,185,0.28,0.38,0.07,0,1,0.57,0.66,0.01,0.25,1,0.00,12.28,1724.26,3,257,0.23,3.10,4.25,1,23,0.29,54.89,14246.12,14,754,0.21,473.08,13424.84,5,520,0.60,3899329,1,1
0dcd0ec81c5e8dc13b72d43a4940279b,143599,30959,14,43338,22693,77552,0,0,0,0,0,2,104005,82940,5,284,9.93,774.17,4,295,0.44,7.90,189.07,3,148,0.41,0.56,0.09,0,1,0.46,0.88,0.01,0.33,1,0.00,15.03,757.32,4,295,0.41,3.24,1.07,1,146,0.61,53.65,6693.01,8,881,0.39,211.97,64921.45,4,43070,0.48,3001403,1,0
0e775873f4c4bbc81ff92b87dd3e15e8,2750755,330740,625,2695230,0,360,1800,2250,0,0,0,50490,2695270,1507135,613,1244217,16.30,5092.84,3,1719,0.27,12.55,2018.57,3,1123,0.27,0.53,0.25,0,1,0.22,0.55,0.00,0.00,0.98,0.00,20.07,5097.23,5,1723,0.28,2.41,116.07,1,541,0.05,1013.78,128777.77,15,5602,0.28,661.32,555852.77,7,9277,0.56,53759771,1,11
0e89b0f96c99f1a6aaaf66c3ae805919,15388,500,0,12388,0,0,0,0,1,4,4,2991,12388,3000,3000,12388,49.55,45.31,31,70,0.90,120.49,1274.91,60,196,0.97,0,0,0,0,0,0.45,0.03,0.18,1,0.67,170.04,1308.76,96,242,0.97,5.53,54.67,2,38,0.31,2621.96,554819.17,1312,4202,0.99,982.05,1807750.13,203,6860,0.81,376859,1,0
109aa0f5e177c1efb72f133a6f8c723b,54664,11876,50,17060,9248,28304,0,0,0,0,0,2,39919,31849,5,245,9.83,478.16,4,185,0.51,7.81,115.17,3,93,0.48,0.57,0.09,0,1,0.48,0.87,0.01,0.33,1,0.00,14.76,462.59,4,185,0.48,3.21,1.07,1,91,0.63,52.29,4059.98,8,551,0.45,147.84,24257.82,4,16835,0.55,1043677,1,0
114f1b2ffd86e8a176bcbab664415520,942028,457837,2,628018,314008,0,0,0,0,0,0,0,721436,500041,127979,348571,3.36,4945.63,0,47503,0.50,2.67,2205.63,0,31669,0.52,0.40,0.19,0,1,0.61,0.74,0.04,0,1,0.36,4.80,8809.19,1,63337,0.43,2.33,0.22,1,3,0.58,11.66,55056.04,3,158341,0.51,4292.58,251394759.17,3,63391,0.70,17278899,1,3
129162378e8ad29b5485a9c53feee4b7,55927,12168,50,17430,9597,28848,0,0,0,0,0,2,40787,32614,5,286,9.80,482.78,4,187,0.52,7.80,116.31,3,94,0.50,0.57,0.09,0,1,0.48,0.87,0.01,0.33,1,0.00,14.73,467.29,4,187,0.49,3.21,1.07,1,92,0.63,52.16,4105.30,8,557,0.46,148.90,24824.88,4,17204,0.55,1071692,1,1
13b13b34fe88f093aca06d6d035ee797,53009079,10775236,795594,15033877,36077188,195191,268,517,519,1287,799269,105369,24942929,30472333,2457313,21166322,5.49,1199.60,0,6159,0.12,8.78,6640.28,0,7083,0.12,0.29,0.08,0,1,0.14,0.88,0.07,0,1,0.09,14.28,14018.31,0,11302,0.12,2.90,13.56,1,8239,0.12,108.16,5466619.75,0,470415,0.17,2890.97,30701297.54,1,727367,0.36,1320116446,9164,93
14f35ebcab936f66fc9292ff62cf39a7,510473,89841,22916,1106,269185,217266,0,0,0,0,0,0,289805,200918,84,23625,10.12,1393.86,1,720,0.59,7.15,157.00,1,240,0.58,0.46,0.04,0,1,0.61,0.76,0.09,0,1,0.32,18.94,2479.83,1,960,0.53,3.33,0.50,1,4,0.62,65.96,22451.89,1,2880,0.53,499.58,373746.49,1,1925,0.56,11387181,2,2
157c7496c04d3fc63565cd7999dc45a5,81206,20393,122,0,81084,0,0,0,0,0,0,0,40471,40857,37,9763,5.94,170.30,1,243,0.46,6.00,19.52,1,81,0.45,0.44,0.03,0,0.50,0.53,0.82,0.03,0.25,1,0.00,11.93,296.91,4,324,0.33,3.00,0.01,1,3,0.02,35.79,2672.68,12,972,0.33,110.33,29771.28,5,504,0.46,1564038,1,0
161a73825fb50badeedbf8d12e1e043a,13864880,15488,0,13864704,0,0,0,0,0,0,0,176,13864704,176,176,13864704,1790.38,243432.88,1356,2876,0.82,2,0,2,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1792.38,243432.88,1358,2878,0.82,2.00,0.38,2,176,0.00,3932.76,973731.52,3064,6104,0.82,3860.65,1626969.87,2716,415648,0.66,202860764,1,42
16a0949c23ac67c57c5773403daaca60,18001681,3545311,176325,5717065,11700992,188344,383,148,163,107,139341,78813,9046446,9634412,528813,7669621,6.02,1149.94,0,28903,0.20,8.61,2334.93,0,15669,0.17,0.29,0.08,0,1,0.15,0.90,0.06,0,1,0.11,14.88,7039.41,0,57876,0.20,2.93,12.44,1,2521,0.16,106.75,2940806.88,0,1873269,0.33,1429.95,54266533.52,1,204619,0.51,463419221,20083,62
1b78438db7da55c2b4c4b8ec6b6cd6c6,161555,34992,249,50448,27664,83192,0,0,0,0,0,2,117929,94317,5,923,9.84,855.03,4,317,0.52,7.83,209.29,3,159,0.50,0.57,0.09,0,1,0.48,0.87,0.01,0.33,1,0.00,14.78,839.41,4,317,0.50,3.20,1.09,1,157,0.63,52.34,7451.94,8,947,0.47,229.13,76977.80,4,49769,0.56,3348292,1,0
1ebab99edff4c0470c8aa753bb9d3353,234322,112049,2640,80956,133508,15742,24,24,48,0,0,1380,153116,126603,4301,47012,3.41,96.70,0,178,0.39,3.13,88.36,0,178,0.37,0.47,0.10,0,1,0.29,0.93,0.03,0.03,1,0.00,5.95,241.48,0,355,0.40,2.84,6.11,1,65,0.42,29.68,3555.38,0,1047,0.40,132.38,26641.37,3,3811,0.73,4744713,43193,1
1fabadca67bfeada7086035761b88b33,11909806,2079116,521990,10047,6239235,5138534,0,0,0,0,0,0,6740163,4670615,1960,528899,10.21,9307.77,1,4328,0.48,7.22,1038.18,1,1446,0.49,0.46,0.04,0,1,0.61,0.76,0.09,0,1,0.26,19.15,16548.83,1,5773,0.45,3.34,0.49,1,4,0.61,66.82,149030.36,1,17317,0.42,2952.97,17320817.95,1,12499,0.50,322277699,2,62
1fee9f154615842029ec63d8520f4b4e,28410083,5216121,148257,2089913,8623658,13209268,3490648,118786,570779,5640,2436,150698,12816910,12912527,452394,2413332,8.68,1694.07,0,1507,0.77,9.07,1844.48,3,1503,0.63,0.42,0.06,0,1,0.72,0.76,0.03,0.20,1,0.00,20.53,6915.92,3,3010,0.75,3.77,2.45,1,250,0.55,90.69,88880.48,16,11049,0.66,1347.12,1849171.39,9,18813,0.82,918811925,1,149
20840b5020649385e3f8f4965de7a123,44207,9559,14,13898,7141,23152,0,0,0,0,0,2,32437,25676,5,76,9.93,430.96,4,167,0.45,7.83,103.43,3,84,0.43,0.57,0.09,0,1,0.46,0.88,0.01,0.33,1,0.00,14.86,414.96,4,167,0.42,3.21,1.08,1,82,0.62,52.70,3619.50,8,497,0.40,137.45,19424.52,4,13694,0.53,817376,1,0
23e61c50ee2ac5cad1d337572abdebcf,31124252,6223841,151502,11943225,17376806,1382956,2146,2835,3309,2806,132592,126075,18614115,14516450,445277,12474606,7.15,765.17,0,11085,0.33,8.05,1736.99,0,6916,0.33,0.32,0.09,0,1,0.18,0.91,0.05,0,1,0.14,14.78,4225.63,0,21768,0.35,2.96,67.04,1,27498,0.19,378.96,3871835.15,0,96308,0.41,888.69,4846329.48,1,250672,0.57,815552590,60141,103
24af39156d1daa122e5928d9aba11847,32890017,6145277,142752,2559051,10190862,15303691,3762149,118434,619806,1365,1365,190542,14916067,15176102,564506,2792387,8.49,6727.27,0,5695,0.77,9.05,7399.57,3,5691,0.66,0.42,0.06,0,1,0.72,0.76,0.04,0.21,1,0.00,20.05,27505.31,3,11386,0.75,3.75,6.54,1,948,0.53,110.13,370725.30,16,41761,0.63,5214.29,26994269.08,9,71163,0.77,1066100490,1,140
2551afad6b364a7225cdd1b9fa82f7c0,10397693,88927,0,10397193,0,0,1,2,2,2,0,493,10397193,500,500,10397193,233.84,7020.71,2,371,0.95,1,0,1,1,0,0,0,0,0,0,0.01,0.00,0.00,0.50,0.00,234.84,7020.71,3,372,0.95,2.01,1.97,2,364,0.00,701.46,22211.92,36,1106,0.93,531.70,117050.86,6,66066,0.77,164285093,1,59
26342c62148962a09872831b7cef8aae,26802,6218,2,9328,11097,5591,784,0,0,0,0,0,15019,16648,1,4001,5.95,143.64,0,331,0.51,7.64,273.80,0,476,0.55,0.54,0.11,0,1,0.59,0.81,0.02,0.29,1,0.03,12.58,882.03,0,845,0.58,2.92,0.67,1,5,0.72,39.60,10081.92,0,2887,0.72,241.35,111197.46,1,2793,0.82,472883,3,1
26f8332e50a4ba5c371852e3737a3002,4270,757,1,404,1049,2816,0,0,0,0,0,0,2432,2126,36,72,10.93,404.75,4,136,0.51,9.78,416.28,2,136,0.52,0.43,0.04,0,1,0.52,0.90,0.01,0.67,1,0.03,20.11,1662.30,5,272,0.56,3.56,0.44,1,4,0.61,74.13,27096.72,12,1088,0.54,366.36,93930.36,5,816,0.84,67032,1,0
2748e075d4b636ef260271a35302049b,11207328,6912,0,11207232,0,0,0,0,0,0,0,96,11207232,96,96,11207232,3242.83,21168.47,2658,3474,0.95,2,0,2,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,3244.83,21168.47,2660,3476,0.95,2.00,0.17,2,144,0.00,6773.67,84673.89,5604,7236,0.95,6506.67,1863424.02,5320,488232,0.90,153368221,1,18
27d9905476897885d29cea2744db9805,37734132,7315880,291070,10952500,22630346,3638274,4151,8025,2791,4602,92998,109375,20006455,20053030,553109,11179158,6.84,15384.03,0,41329,0.24,8.76,27636.66,0,53497,0.23,0.39,0.09,0,1,0.19,0.90,0.06,0,1,0.17,15.61,81091.35,0,93238,0.26,3.03,117.77,1,25134,0.13,654.72,697245448.98,0,1871895,0.31,15769.23,2671477577.66,1,5946454,0.52,999705680,267018,207
285cb2c9735ac73cad999fba3d669382,234322,112049,2640,80956,133508,15742,24,24,48,0,0,1380,153116,126595,4301,47020,3.41,96.70,0,178,0.39,3.13,88.35,0,178,0.37,0.47,0.10,0,1,0.29,0.93,0.03,0.03,1,0.00,5.95,241.48,0,355,0.40,2.84,6.11,1,65,0.42,29.68,3555.38,0,1047,0.40,132.38,26641.37,3,3811,0.73,4744713,43193,1
28b715dd946dba71ddd58a73d9f82c39,9106260,3383991,2,6070840,3035418,0,0,0,0,0,0,0,6636241,5587648,483194,2953213,4.09,3339.17,0,103969,0.36,4.03,1492.40,0,69444,0.42,0.48,0.18,0,1,0.66,0.71,0.02,0.33,1,0.00,6.28,5947.40,2,138729,0.31,2.33,0.22,1,3,0.58,15.25,37170.93,5,346819,0.32,2224.77,288444068.53,3,139731,0.61,189899199,1,30
294924aff67e879595e55f15b10a79ef,244387,4382,145,239551,44,0,265,4,0,0,48,4330,239692,4840,4840,239547,109.37,5565.45,14,325,0.92,104.87,5039.89,16,316,0.91,0,0,0,0,0,0.95,0.00,0.85,1,0.03,214.20,21206.05,30,641,0.91,3.84,292.65,1,326,0.04,17143.81,297285441.39,761,71182,0.99,1202.90,39853233.36,37,140790,0.86,5453858,1,2
2a43c3327fb817d82496449265d6630d,7010,1229,1,646,1747,4616,0,0,0,0,0,0,4019,3493,49,92,11.14,519.73,4,176,0.45,9.90,532.40,2,176,0.45,0.43,0.04,0,1,0.51,0.90,0.01,0.67,1,0.02,20.34,2119.30,5,352,0.49,3.57,0.43,1,4,0.61,74.99,34398.24,12,1408,0.47,444.09,153280.90,5,1040,0.82,114003,1,0
2c0379771c5313567ea9e230438f203f,5036029,1254308,48,99823,4884480,0,0,0,0,0,0,51678,1313975,3776960,54888,1259107,3.07,642.19,1,328,0.07,9.85,5562.61,2,962,0.08,0.37,0.05,0,1,0.53,0.67,0.00,0.25,1,0.00,12.83,9935.10,3,1285,0.08,3.20,4.51,1,24,0.11,59.10,88046.35,16,3846,0.07,2515.51,129837.51,5,2576,0.24,128237579,1,28
2c7cb0ff324a42a0699c23317c97a29a,317595,77871,24,106337,164324,41711,5199,0,0,0,0,0,189417,171323,21181,63230,6.02,169.00,0,492,0.47,6.10,170.82,0,434,0.48,0.48,0.13,0,1,0.54,0.84,0.02,0,1,0.34,11.54,743.35,0,1000,0.52,2.83,0.50,1,5,0.65,34.69,7941.71,0,3296,0.63,214.91,128877.71,1,2148,0.78,6365484,24,3
2d01c7744a990469354a3c53cc2727fb,853100,18050,0,433200,0,419710,0,0,0,0,0,190,852910,9215,95,843885,141.01,408804.03,94,8931,0.66,2.00,47.00,1,96,0.66,0.01,0.01,0,1,0.01,0.01,0.00,0.01,0.01,0,142.01,408804.03,95,8932,0.66,3.00,2.88,2,95,0.63,563.04,6514536.59,285,35629,0.66,9076.22,78907593.04,192,18054,0.46,18556569,1,2
2f9cb22859718ab6c201726a91cfefe1,46730283,6989022,163328,23291826,21878998,924833,1808,2500,3407,1565,147104,314914,30650649,18184329,539248,25001750,9.88,2763.77,0,43590,0.25,9.62,8956.51,0,124923,0.23,0.25,0.09,0,1,0.14,0.89,0.06,0,1,0.13,19.76,20815.68,0,167585,0.26,2.95,42.05,1,22320,0.16,339.51,4251652.13,0,749641,0.30,3171.59,135072062.77,1,326236,0.52,1228925535,121696,116
30ca21da9753263cc8cda020802b58ce,32419435,6232147,150000,2695716,10377414,15050594,3277290,117663,544290,5870,0,200598,14906210,15256788,604794,2838628,8.24,1517.89,0,1207,0.78,8.95,1649.60,3,1203,0.67,0.42,0.06,0,1,0.71,0.75,0.04,0.19,1,0.00,19.29,6186.81,3,2410,0.74,3.71,2.36,1,200,0.57,83.83,79232.14,16,8849,0.64,1260.85,1192416.88,9,15063,0.79,1041191864,1,157
3159a02d096424aab6295c76360633a9,15393,500,0,12393,0,0,0,0,2,4,1,2993,12393,3000,3000,12393,49.57,46.80,30,70,0.91,120.47,1194.98,60,193,0.97,0,0,0,0,0,0.45,0.02,0.19,0.92,0.68,170.04,1273.82,91,242,0.96,5.52,54.86,2,38,0.31,2628.08,526749.23,1281,4094,0.99,980.53,1802776.55,192,6877,0.81,376560,1,0
3176c9024f756e99dbee852e5c0aa578,52662,13513,1,48692,3204,84,0,0,0,0,0,681,44469,21642,8172,28004,6.81,28.62,0,24,0.74,4.22,5.90,0,14,0.65,0.28,0.19,0,1,0.27,0.71,0.08,0,1,0.51,9.04,43.45,0,26,0.65,2.32,5.03,1,22,0.17,40.55,2780.10,0,144,0.64,32.11,2332.01,2,474,0.75,786597,2,0
31cc22a0f42ebaa109a5b807eb6178c2,267475,52264,1,253988,11342,244,0,0,0,0,0,1900,264835,173789,2640,82841,10.35,22.98,0,40,0.56,7.97,31.56,0,21,0.78,0.66,0.21,0,1,0.36,0.66,0.05,0,1,0.57,11.77,34.02,0,42,0.69,2.30,9.16,1,38,0.14,73.96,7578.48,0,214,0.63,33.72,2834.90,2,646,0.63,4395902,2,1
324e19a2991a29d0765ad256fb7aee85,68119,19867,1082,33912,24484,8641,0,0,0,0,0,0,53986,39088,219,8590,6.66,22.81,0,67,0.63,4.46,15.49,1,59,0.53,0.63,0.12,0,1,0.61,0.54,0.09,0,1,0.59,8.91,48.66,1,104,0.62,2.60,0.53,1,4,0.75,24.93,419.30,1,292,0.71,37.32,963.11,1,308,0.78,1177156,37,1
34c2410669b8063d4b0a16a40b071536,30660785,5349114,1335542,13839,16051922,13259482,0,0,0,0,0,0,17334136,12019524,9268,1352035,10.21,14889.63,1,6945,0.50,7.23,1658.21,1,2321,0.51,0.46,0.04,0,1,0.61,0.76,0.09,0,1,0.26,19.17,26471.38,1,9265,0.48,3.34,0.49,1,4,0.61,66.93,238337.87,1,27793,0.44,4682.36,44493611.05,1,20021,0.46,864594530,2,104
351746fa3de2464c903c85e726cfed55,31458999,2595367,440093,26535321,3358308,413415,55,25,36,58,22,711666,28103273,6372002,935970,23497150,22.19,2417.74,0,9258,0.37,12.31,1371.10,0,14473,0.32,0.15,0.10,0,1,0.17,0.58,0.15,0.00,1,0.00,34.93,8779.43,0,18498,0.39,2.88,42.67,1,11347,0.11,617.87,6199583.16,0,80101,0.39,824.99,7808107.88,3,161448,0.36,794607406,41185,94
354936f86e55ab8d00e6e1f5f7c140a9,639848,3784,0,0,0,3784,0,636064,0,0,0,0,44,44,44,44,0.07,0.06,0,1,0.37,0.07,0.06,0,1,0.37,0.50,0.00,0,1,0.01,1,0,1,1,0,1012.56,4.15,1012,1020,0.37,5.99,0.02,4,6,0.05,6067.35,149.53,6064,6112,0.37,6063.40,24159.30,4048,6120,0.32,21228116,1,5
354c2088ae7648e1dc51d12947c8043a,855506,367383,2,586982,268522,0,0,0,0,0,0,0,681649,458640,122256,297155,3.98,6269.86,0,47685,0.54,2.96,2802.61,0,31853,0.53,0.42,0.20,0,1,0.60,0.73,0.03,0,1,0.32,5.39,11196.19,0,63703,0.44,2.31,0.22,1,3,0.57,12.97,69973.08,0,159257,0.50,4820.49,279140092.73,3,65169,0.67,15436072,88,4
35ad744923721e37a2f58443179c31a8,6525710,1419045,68283,1386780,4904850,89157,42,30,48,61,65672,10787,2759025,3936231,211754,2380038,4.84,229.49,0,1699,0.20,8.87,1341.99,0,1944,0.18,0.31,0.07,0,1,0.23,0.92,0.05,0,1,0.10,13.53,2547.04,0,3432,0.19,2.94,6.98,1,520,0.24,71.94,26029.46,0,10586,0.28,593.69,361147.28,1,23521,0.49,157035233,4849,23
3666617901c8500d78700dac959729d4,1976628,755254,2,1317752,658874,0,0,0,0,0,0,0,1469951,1135884,181870,688547,4.09,1220.86,0,28221,0.31,3.68,602.83,0,18827,0.39,0.44,0.19,0,1,0.64,0.71,0.02,0.33,1,0.00,6.11,2244.76,2,37637,0.27,2.33,0.22,1,3,0.58,14.83,14029.00,5,94089,0.28,871.96,26346389.46,3,38651,0.61,37798392,1,11
367c25ad50259a685a25b86d6dd171b2,40035196,7183732,264567,2769927,11756662,18552017,5395466,184470,916297,1846,1944,192000,17971056,17826732,565894,3430939,8.95,5786.38,0,5707,0.76,9.08,6363.29,3,5703,0.61,0.43,0.06,0,1,0.73,0.76,0.03,0.27,1,0.00,21.17,23662.59,3,11410,0.75,3.80,5.61,1,950,0.51,111.73,318907.02,16,41849,0.66,4326.36,26153520.50,9,71313,0.79,1326195307,1,159
36ecf4ba0451f40e4ede9a1b2ab914f7,447804,32365,0,407614,14084,7120,0,0,0,0,0,18986,419074,27304,15475,402946,26.28,788.65,1,1296,0.86,19.91,710.57,1,95,0.53,0.04,0.03,0,1,0.08,0.37,0.09,0,1,0.73,46.67,2128.70,2,1369,0.80,3.37,270.89,2,1507,0.13,3905.47,29959008.73,6,49985,0.66,311.30,2397479.93,5,144860,0.59,9702076,1,2
372021735d9e46002b862aa2a038a818,53307,12159,97,26681,25005,1524,0,0,0,0,0,0,50379,23264,236,4844,10.23,46.99,1,66,0.70,3.92,15.87,0,58,0.51,0.67,0.10,0,1,0.53,0.52,0.11,0,1,0.61,11.07,67.89,1,103,0.68,2.52,0.31,1,4,0.59,29.30,551.89,1,289,0.75,43.43,678.99,1,303,0.86,859291,2,0
39b3fde35939134f3b011ebb31842610,15477,4195,145,5753,7433,1068,1077,0,0,0,0,1,10526,9054,100,1342,6.24,73.81,2,88,0.53,5.70,33.16,2,66,0.46,0.58,0.09,0,1,0.51,0.75,0.03,0.40,1,0.03,10.40,257.31,3,176,0.55,2.82,0.73,1,10,0.63,31.98,3395.41,5,660,0.63,99.05,11964.83,3,640,0.84,253056,1,0
3b97191d94abf3a5e97d6359d886d9df,198976,93724,2236,67342,114407,13760,21,21,43,0,0,1146,129731,106908,3628,39105,3.47,94.11,0,178,0.41,3.17,80.96,0,178,0.38,0.47,0.10,0,1,0.29,0.93,0.03,0.03,1,0.00,6.05,231.11,0,355,0.42,2.85,5.99,1,65,0.42,29.95,3434.75,0,1047,0.41,126.10,23453.26,3,3747,0.73,3980374,35882,1
3cbd82017c4a304c014dd87a69f6028c,19013085,6744962,0,9513845,8994850,93394,66743,136315,43095,33268,43291,88284,13999394,10960567,560193,3493698,4.83,374.39,0,4356,0.34,4.16,335.46,0,4356,0.35,0.55,0.13,0,1,0.20,0.89,0.04,0,1,0.15,7.39,1348.30,0,8708,0.37,2.62,1.62,2,155,0.23,23.92,13463.08,0,26124,0.45,497.67,1582559.64,4,9811,0.72,455325479,745553,174
3d2a6e5c2f8f58dee79fd50444009625,13864880,15488,0,13864704,0,0,0,0,0,0,0,176,10412456,10384642,3452248,3480062,1344.58,353519.19,632,2876,0.64,1340.99,351786.63,618,2876,0.64,0.50,0.25,0,1,0.11,0.00,0.00,0.00,0.00,0,1792.38,243432.88,1358,2878,0.82,2.00,0.38,2,176,0.00,3932.76,973731.52,3064,6104,0.82,3860.65,1626969.87,2716,415648,0.66,188245194,1,72
3d2b0088dccf11d1f82c89b7122c26e1,13864880,15488,0,13864704,0,0,0,0,0,0,0,176,10426453,10372299,3438251,3492405,1346.39,355151.54,623,2876,0.65,1339.40,350171.88,614,2876,0.65,0.50,0.25,0,1,0.11,0.00,0.00,0.00,0.00,0,1792.38,243432.88,1358,2878,0.82,2.00,0.38,2,176,0.00,3932.76,973731.52,3064,6104,0.82,3860.65,1626969.87,2716,415648,0.66,188309404,1,49
3d449de3d6e722c9ce4a38ec748ee3cf,2262758,842089,792,1531605,521632,101626,729,17280,0,0,89064,30,2031486,882096,106130,804446,5.64,455.00,1,2304,0.28,2.81,30.31,0,79,0.33,0.44,0.18,0,1,0.45,0.52,0.05,0.00,1,0.22,7.08,576.08,3,2882,0.29,2.63,6.44,1,577,0.44,35.97,13974.46,6,12099,0.38,233.04,291946.23,3,6338,0.70,45774247,1,8
3d4beaebb3d87819ce9ff59e72047ef7,2262722,842053,648,1531749,521704,101518,729,17280,0,0,89064,30,2031358,882204,106114,804298,5.64,454.10,1,2304,0.28,2.81,30.28,0,79,0.33,0.44,0.18,0,1,0.45,0.52,0.05,0.00,1,0.22,7.08,575.27,3,2882,0.29,2.63,6.44,1,577,0.44,35.97,13968.69,6,12099,0.38,232.74,291932.47,3,6338,0.69,45772024,1,15
3e2fe1556893706475f9dd19c1a7b8fe,5806,1033,1,566,1511,3728,0,0,0,0,0,0,3326,2898,38,90,10.88,452.48,4,164,0.47,9.68,464.28,2,164,0.47,0.44,0.04,0,1,0.53,0.90,0.01,0.67,1,0.02,19.92,1847.23,5,328,0.50,3.54,0.44,1,4,0.62,73.10,30039.51,12,1312,0.48,399.26,129301.96,5,912,0.82,92331,1,0
3fb045f58aaf394165735c39c49fad92,22800218,2023224,309964,18886286,2753372,346711,55,25,36,58,22,503689,20140884,4842170,666611,16740069,20.48,1921.42,0,7839,0.39,11.66,1088.38,0,12097,0.33,0.16,0.10,0,1,0.17,0.61,0.14,0.00,1,0.00,32.48,6846.40,0,15660,0.40,2.88,41.29,1,9522,0.12,558.97,4331524.08,0,56813,0.41,701.14,5306668.56,3,115095,0.38,568356406,34827,84
